  2.0356348e-001  2.0334851e-001  2.0318523e-001  2.0253297e-001  2.0185916e-001  2.0109754e-001  2.0073766e-001  1.9994704e-001  1.9898560e-001  1.9790019e-001  1.9735314e-001  1.9662949e-001  1.9433603e-001  1.9323455e-001  1.9229820e-001  1.9209635e-001  1.9215704e-001  1.9250609e-001  1.9236590e-001  1.9274292e-001  1.9288082e-001  1.9295393e-001  1.9274915e-001  1.9250250e-001  1.9184219e-001  1.9079309e-001  1.8960351e-001  1.8881759e-001  1.8729420e-001  1.8651451e-001  1.8620521e-001  1.8615997e-001  1.8614473e-001  1.8618359e-001  1.8636062e-001  1.8633554e-001  1.8670389e-001  1.8680556e-001  1.8675867e-001  1.8696423e-001
  1.8579818e-001  1.8576442e-001  1.8564421e-001  1.8556088e-001  1.8523729e-001  1.8439501e-001  1.8387251e-001  1.8307130e-001  1.8239149e-001  1.8199114e-001  1.8119714e-001  1.8080982e-001  1.8035164e-001  1.7921137e-001  1.7860273e-001  1.7800845e-001  1.7785530e-001  1.7797036e-001  1.7825925e-001  1.7835470e-001  1.7843079e-001  1.7803068e-001  1.7786543e-001  1.7763184e-001  1.7732287e-001  1.7696342e-001  1.7643318e-001  1.7581446e-001  1.7523642e-001  1.7401031e-001  1.7326533e-001  1.7295285e-001  1.7271704e-001  1.7254651e-001  1.7241784e-001  1.7240359e-001  1.7244792e-001  1.7249944e-001  1.7255949e-001  1.7257155e-001
  1.7386440e-001  1.7371696e-001  1.7372872e-001  1.7373811e-001  1.7421943e-001  1.7501919e-001  1.7665131e-001  1.7867667e-001  1.8019107e-001  1.8147794e-001  1.8236888e-001  1.8339538e-001  1.8505597e-001  1.8867378e-001  1.9296136e-001  1.9568283e-001  1.9600833e-001  1.9916186e-001  1.9889331e-001  2.0525843e-001  2.1722415e-001  2.1638518e-001  2.0243456e-001  1.9816202e-001  1.9153764e-001  1.8826807e-001  1.8731862e-001  1.8645094e-001  1.8667219e-001  1.8329908e-001  1.8207173e-001  1.7968719e-001  1.7905174e-001  1.7480104e-001  1.7417724e-001  1.7271842e-001  1.7078862e-001  1.7049935e-001  1.7058911e-001  1.7115870e-001
  1.6277135e-001  1.6302299e-001  1.6319161e-001  1.6407575e-001  1.6470983e-001  1.6556639e-001  1.6604791e-001  1.6701679e-001  1.6793092e-001  1.6866872e-001  1.7024296e-001  1.7362166e-001  1.7729684e-001  1.8463662e-001  1.9467133e-001  2.0255757e-001  2.2069479e-001  2.3161574e-001  2.3024658e-001  2.4599069e-001  2.5664490e-001  2.6371351e-001  2.5300265e-001  2.5058569e-001  2.3527844e-001  2.1328127e-001  1.9611803e-001  1.8954626e-001  1.8648782e-001  1.8524422e-001  1.8232303e-001  1.8072835e-001  1.8051146e-001  1.7786616e-001  1.7455419e-001  1.7405008e-001  1.7282760e-001  1.7215492e-001  1.6994306e-001  1.6829224e-001
  1.5390923e-001  1.5399395e-001  1.5439304e-001  1.5489097e-001  1.5534195e-001  1.5609933e-001  1.5654416e-001  1.5713508e-001  1.5829359e-001  1.6030451e-001  1.6396753e-001  1.6817541e-001  1.8345278e-001  2.0042551e-001  2.2215282e-001  2.4513891e-001  2.5894020e-001  2.6987905e-001  2.8041216e-001  2.9743384e-001  3.1249499e-001  3.2128736e-001  3.2482980e-001  3.0268815e-001  2.8359468e-001  2.5943639e-001  2.4274173e-001  2.3128806e-001  2.1916021e-001  2.0789297e-001  1.9900342e-001  1.9215151e-001  1.8730048e-001  1.8419915e-001  1.8145817e-001  1.8002554e-001  1.7922463e-001  1.7890764e-001  1.7886547e-001  1.7875066e-001
  1.4861386e-001  1.4865001e-001  1.4862679e-001  1.4879119e-001  1.4892572e-001  1.5013959e-001  1.5049591e-001  1.5227357e-001  1.5559685e-001  1.6042541e-001  1.7096543e-001  1.8989021e-001  2.2494233e-001  2.6351816e-001  2.9012605e-001  3.2775318e-001  3.5155151e-001  3.6870952e-001  4.0100826e-001  4.0101280e-001  3.6459680e-001  3.3989422e-001  3.2292273e-001  3.0554066e-001  2.8718346e-001  2.6381262e-001  2.2706136e-001  2.1322045e-001  2.0531340e-001  1.9698610e-001  1.8885310e-001  1.8181771e-001  1.7648011e-001  1.7312250e-001  1.7071760e-001  1.6802366e-001  1.6692116e-001  1.6625751e-001  1.6600177e-001  1.6594435e-001
  1.4272495e-001  1.4293209e-001  1.4320927e-001  1.4385272e-001  1.4456590e-001  1.4509126e-001  1.4699273e-001  1.4974649e-001  1.5356734e-001  1.6529471e-001  1.8776157e-001  2.1329209e-001  2.5028063e-001  2.7094910e-001  3.0209665e-001  3.1919096e-001  3.3983547e-001  3.5735598e-001  3.7203800e-001  3.6779002e-001  3.5291601e-001  3.3456327e-001  3.1511467e-001  2.9937052e-001  2.8046436e-001  2.6500296e-001  2.4368664e-001  2.1597639e-001  2.0447493e-001  1.8510647e-001  1.7954603e-001  1.7044244e-001  1.6475960e-001  1.6245489e-001  1.5936294e-001  1.5742764e-001  1.5650853e-001  1.5602586e-001  1.5589069e-001  1.5585282e-001
  1.5171436e-001  1.5158368e-001  1.5227944e-001  1.5184314e-001  1.5271663e-001  1.5507106e-001  1.5208217e-001  1.5273585e-001  1.5716963e-001  1.7539400e-001  1.9388670e-001  2.2372202e-001  2.5116573e-001  2.8282197e-001  2.9709174e-001  3.1638483e-001  3.3118563e-001  3.4749278e-001  3.5308615e-001  3.5327235e-001  3.5625149e-001  3.4468126e-001  3.3307993e-001  3.2159007e-001  3.0558062e-001  2.8090447e-001  2.5768468e-001  2.3685498e-001  2.2007772e-001  1.9484831e-001  1.7686450e-001  1.6181544e-001  1.5434405e-001  1.5190279e-001  1.5040073e-001  1.4998908e-001  1.4979728e-001  1.4969598e-001  1.5003229e-001  1.4991591e-001
  1.8795530e-001  1.8710426e-001  1.7875861e-001  1.7569078e-001  1.7324609e-001  1.6684771e-001  1.6353153e-001  1.6100978e-001  1.5981223e-001  1.7121681e-001  1.9867510e-001  2.3230962e-001  2.6661616e-001  3.0023773e-001  3.4275067e-001  3.6143034e-001  3.8148009e-001  3.9795133e-001  3.8709402e-001  3.9024671e-001  3.8159268e-001  3.6897300e-001  3.5146133e-001  3.3011435e-001  3.1532495e-001  2.9108040e-001  2.6268069e-001  2.4007421e-001  2.1804310e-001  2.0149548e-001  1.7957414e-001  1.6733273e-001  1.5389037e-001  1.4854085e-001  1.4527304e-001  1.4448505e-001  1.4449957e-001  1.4436480e-001  1.4422337e-001  1.4403174e-001
  1.8308085e-001  1.8239246e-001  1.7986270e-001  1.7641711e-001  1.7443567e-001  1.7273864e-001  1.7158719e-001  1.6900973e-001  1.6781725e-001  1.7213310e-001  2.0241106e-001  2.5238672e-001  2.9397133e-001  3.3223482e-001  3.5634404e-001  3.7739029e-001  3.8834365e-001  3.8475655e-001  3.7989747e-001  3.6378990e-001  3.5268883e-001  3.3986733e-001  3.1872941e-001  3.0457929e-001  2.8389122e-001  2.6512605e-001  2.5162987e-001  2.3382674e-001  2.1251717e-001  1.9205002e-001  1.7532674e-001  1.6069859e-001  1.5167600e-001  1.4424306e-001  1.4212914e-001  1.4075600e-001  1.4057323e-001  1.4080963e-001  1.4102886e-001  1.4176785e-001
  1.7762806e-001  1.7762869e-001  1.7780038e-001  1.7744150e-001  1.7659614e-001  1.7507104e-001  1.7692780e-001  1.7734029e-001  1.7596932e-001  1.7550959e-001  1.9668745e-001  2.5727769e-001  3.3040469e-001  4.0851069e-001  4.5198169e-001  5.1564444e-001  5.4831706e-001  5.5988690e-001  5.5504045e-001  4.8682068e-001  4.5695487e-001  4.4219858e-001  4.1217629e-001  3.6298922e-001  3.1059560e-001  2.5922689e-001  2.2526976e-001  2.0304124e-001  1.8523800e-001  1.6639181e-001  1.5356735e-001  1.4617447e-001  1.4310218e-001  1.4296637e-001  1.4341119e-001  1.4106561e-001  1.4096058e-001  1.4104566e-001  1.4014770e-001  1.3965300e-001
  1.8430936e-001  1.8242827e-001  1.8049643e-001  1.8047479e-001  1.8079293e-001  1.8199852e-001  1.8287334e-001  1.8414613e-001  1.8782460e-001  1.9127601e-001  2.1699270e-001  2.8407974e-001  3.7582056e-001  4.1075948e-001  4.5366743e-001  5.0445146e-001  5.3564135e-001  5.5427697e-001  5.5050610e-001  5.4832392e-001  5.1554896e-001  4.9266360e-001  4.4209751e-001  3.9807773e-001  3.0828737e-001  2.5153025e-001  1.9337774e-001  1.6812645e-001  1.5746453e-001  1.5745986e-001  1.5942922e-001  1.6098852e-001  1.6235397e-001  1.6295738e-001  1.6299438e-001  1.6461475e-001  1.6554771e-001  1.6116331e-001  1.6052109e-001  1.5947111e-001
  1.8153014e-001  1.8168124e-001  1.8235093e-001  1.8290916e-001  1.8358241e-001  1.8565506e-001  1.8765803e-001  1.9309993e-001  2.0669278e-001  2.1826399e-001  2.3054281e-001  2.5194280e-001  2.8956256e-001  3.2842363e-001  3.7196042e-001  3.9663944e-001  4.2407133e-001  4.4728643e-001  4.5295868e-001  4.4693192e-001  4.2804575e-001  3.9916061e-001  3.6812304e-001  3.2698176e-001  2.7769093e-001  2.1877454e-001  1.7171376e-001  1.5919696e-001  1.5743829e-001  1.5700039e-001  1.5878879e-001  1.6193906e-001  1.6560267e-001  1.7049960e-001  1.7494533e-001  1.7708478e-001  1.7709562e-001  1.7892345e-001  1.7830743e-001  1.7600502e-001
  1.7013461e-001  1.7006105e-001  1.7033539e-001  1.7099974e-001  1.7254337e-001  1.7435056e-001  1.7834844e-001  1.9075991e-001  1.9542853e-001  2.0141972e-001  2.1007803e-001  2.2144624e-001  2.4114064e-001  2.5788056e-001  2.7904330e-001  2.8884509e-001  3.1082826e-001  3.2237196e-001  3.3459069e-001  3.3887787e-001  3.3422650e-001  3.1666430e-001  2.8209367e-001  2.4970500e-001  2.0528520e-001  1.7596300e-001  1.6518611e-001  1.6506280e-001  1.6497740e-001  1.6606853e-001  1.6608791e-001  1.6923012e-001  1.7088189e-001  1.7210783e-001  1.7376472e-001  1.7545791e-001  1.7670735e-001  1.7810271e-001  1.8182523e-001  1.8351245e-001
  1.6887937e-001  1.7006304e-001  1.7082177e-001  1.6805864e-001  1.6722408e-001  1.6703808e-001  1.6793249e-001  1.7071300e-001  1.7563610e-001  1.8067021e-001  1.8762112e-001  1.9600728e-001  2.1033842e-001  2.2435219e-001  2.3838251e-001  2.4764581e-001  2.5855084e-001  2.6655751e-001  2.6841250e-001  2.6460888e-001  2.5667256e-001  2.3958939e-001  2.1263459e-001  1.8536115e-001  1.7244409e-001  1.6853856e-001  1.7024816e-001  1.6972094e-001  1.7124273e-001  1.7452601e-001  1.7862931e-001  1.8311372e-001  1.8842347e-001  1.9184365e-001  1.9777480e-001  1.9881419e-001  2.0292991e-001  2.0359993e-001  2.0425409e-001  2.0442996e-001
  1.6316045e-001  1.6358479e-001  1.6401004e-001  1.6513449e-001  1.6469374e-001  1.6425503e-001  1.6331810e-001  1.6304327e-001  1.6316932e-001  1.6331814e-001  1.6437023e-001  1.6724099e-001  1.7027849e-001  1.7644757e-001  1.8805825e-001  2.0209180e-001  2.1105875e-001  2.2148833e-001  2.2735772e-001  2.2289014e-001  2.0602096e-001  1.9049857e-001  1.8036512e-001  1.7665554e-001  1.7254631e-001  1.7073825e-001  1.7202430e-001  1.7337466e-001  1.7539016e-001  1.7783534e-001  1.7967114e-001  1.8124379e-001  1.8404627e-001  1.8588132e-001  1.8792878e-001  1.9014466e-001  1.9169450e-001  1.9306627e-001  1.9657155e-001  2.0121216e-001
  1.7586044e-001  1.7528882e-001  1.7242047e-001  1.7159802e-001  1.7274550e-001  1.6901703e-001  1.6936197e-001  1.6889796e-001  1.6908483e-001  1.6746218e-001  1.6511519e-001  1.6442056e-001  1.6444051e-001  1.6582989e-001  1.6626895e-001  1.6707333e-001  1.6774119e-001  1.6791702e-001  1.6843415e-001  1.6897303e-001  1.7002365e-001  1.7050595e-001  1.7282607e-001  1.7564824e-001  1.7924546e-001  1.8470436e-001  1.9672914e-001  2.0732173e-001  2.1566686e-001  2.1924389e-001  2.3053067e-001  2.3722588e-001  2.3864358e-001  2.3664431e-001  2.3225119e-001  2.3146303e-001  2.3122622e-001  2.2939420e-001  2.2731673e-001  2.2699033e-001
  2.1715209e-001  2.1651192e-001  2.1646102e-001  2.1342720e-001  2.0789317e-001  2.0347422e-001  1.9213754e-001  1.8443495e-001  1.7764322e-001  1.7432544e-001  1.7271687e-001  1.6806668e-001  1.6577524e-001  1.6364751e-001  1.6292588e-001  1.6242213e-001  1.6350835e-001  1.6479379e-001  1.6505220e-001  1.6475425e-001  1.6648003e-001  1.6928417e-001  1.7225249e-001  1.7465860e-001  1.7927393e-001  1.8463240e-001  1.9172991e-001  1.9961547e-001  2.0411544e-001  2.0863837e-001  2.1322055e-001  2.1687366e-001  2.1974224e-001  2.2197944e-001  2.2366888e-001  2.2474101e-001  2.2444778e-001  2.2656297e-001  2.2803984e-001  2.2811730e-001
  1.9770553e-001  1.9717532e-001  1.9639609e-001  1.9545669e-001  1.9387169e-001  1.9188680e-001  1.8760532e-001  1.8311418e-001  1.7756145e-001  1.7367564e-001  1.7045211e-001  1.6899768e-001  1.6785941e-001  1.6752505e-001  1.6649052e-001  1.6792345e-001  1.7020150e-001  1.7174117e-001  1.7363081e-001  1.7743007e-001  1.7908635e-001  1.8106182e-001  1.8559134e-001  1.8674835e-001  1.8803108e-001  1.8757479e-001  1.8749297e-001  1.8827194e-001  1.8985830e-001  1.9397454e-001  1.9695492e-001  1.9860247e-001  2.0081501e-001  2.0184832e-001  2.0363881e-001  2.0466043e-001  2.0744137e-001  2.0799298e-001  2.0838466e-001  2.0873782e-001
  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001  2.0000000e-001
